code_sage;nom;unite;prix_unitaire;stock_disponible
TUBVAC_///////_//;Tubes Vacutainer;Boite;.000000;.000000
TUBTRA_UU/////_//;Tubulure pour Transfusion, Luer, Usage Unique, set complet;Boite;462.000000;1138.000000
TYPVIS_0.5/_AM_IM;Typhim VI SER 0,5ML, B/1;Boite;8069.550000;.000000
ULTRPORT_XRAYSYST;Ultra Portable Xray System;Boite;.000000;.000000
UNIVCARTSAMP_50//;Universal Cartridge Based sample Prep Kit of 50 tests;Boite;.000000;.000000
UPSPCMV/_3000VA12;UPS-PCM Vanguard 3000 VA with battery pack (12x7/9 Ah);Boite;.000000;.000000
UPSPCMV/_700VA4X7;UPS-PCM Vanguard 700 VA with battery pack (4x7Ah);Boite;.000000;.000000
VACHEP_0.5/_AM_IM;Vacc HEPATIS B 0,5ML, PED/1;Boite;4268.800000;.000000
VACHEP_BAD1_AM_IM;Vaccin Hepatitis B AD 1 DOSE, b/1;Boite;4268.800000;.000000
MACWYI_135/_AM_IM;Vaccin Méningoccocique A+C+Y+W 135 10 doses;Boite;.000000;.000000
VACVER_0.5/_AM_IM;Vaccin Verorab 0.5ML, B/1;Boite;7519.850000;.000000
VACUETTE_DISPTOUR;Vacuette disposable tourniquet;Boite;.000000;.000000
VACUETTE_K3EDTA6M;Vacuette K3EDTA 6ml;Boite;.000000;.000000
VACUBLOO_COLLTUBE;Vacuum Blood Collection tubes for laboratory use;Boite;.000000;.000000
VAKU8///_BLOCO21/;Vaku-8 Blood Collection Needle 21x1;Boite;.000000;.000000
VALURG_////_//_//;VALISE D'URGENCE;Boite;.000000;.000000
VENTOL_100/_CL_OR;Ventoline INH 100MCG 200D;Boite;2617.400000;.000000
ELECSUCTPUMP//_//;Venturi mask (with 6 diluters);Boite;.000000;.000000
VIFEX/_100/_SP_OR;Vifex SP Fl/100ML;Boite;1511.100000;.000000
VISIER_///////_CU;Visière de protection;Boite;.000000;.000000
VITBCP_////_SI_IV;Vitamin B complex injection  ;Boite;132.000000;26827.000000
VITAMC_1G//_CP_OR;Vitamina C 1G comprimé;Boite;81.700000;.000000
VITAMA_15JU_CO_OC;Vitamine A 15 000UI/10ml Collyre;Boite;.000000;.000000
VITBCP_////_CP_OR;Vitamines B Complexe (B1 +B6 +B12), sous blister, Comprimés;Boite;14.850000;.000000
VOGALE_10//_SI_IV;Vogalène Amp 10Mg/ml, B/1;Boite;2515.050000;.000000
WASTBAGS_DISPOSAL;Waste disposal bags orange, 27L, with biohazard label and temperatur;Boite;.000000;.000000
WATER/_MOBI100_//;Water for molecular biology 100ml;Boite;.000000;.000000
XPEMTB_50/////_//;Xpert MTB/RIF Ultra;Boite;.000000;.000000
XPEMTB_50//XDR_//;Xpert MTB/XDR kit de 50 tests;Boite;.000000;.000000
XRAYPROT_GLOVES//;Xray Protection Gloves Pairs;Boite;.000000;.000000
ZILALO_////_CP_OR;Zidovudine +Lamivudine+Lopinavir/r;Boite;.000000;.000000
ZIDOVU_100/_CP_OR;Zidovudine 100mg Comprimé;Boite;.000000;.000000
ZIDOVU_150/_CP_OR;Zidovudine 150mg Comprimé;Boite;.000000;.000000
ZIDOVU_300/_CP_OR;Zidovudine 300mg Comprimé;Boite;.000000;.000000
ZIDOVU_240/_SP_OR;Zidovudine 50 mg/5mg, solution orale, fl / 240 ml.;Boite;.000000;.000000
ZIDOVU_100/_SP_OR;Zidovudine 50 mg/5ml,solution orale, flacon de 100ml;Boite;.000000;.000000
ZIDOVU_10//_SP_OR;Zidovudine 50mg/5ml Sirop;Boite;.000000;.000000
ZILAAT_750/_CP_OR;Zidovudine+Lamivudine + Atazanavir 300mg + 150mg + 300mg Comprimé;Boite;.000000;.000000
ZILAAT_////_CP_OR;Zidovudine+Lamivudine + Atazanavir/r*;Boite;.000000;.000000
ZIDLAM_450/_CP_OR;Zidovudine+Lamivudine 300mg + 150mg Comprimé;Boite;116.940000;.000000
ZIDLAM_90//_CP_OR;Zidovudine+Lamivudine 60mg + 30mg Comprimé;Boite;.000000;.000000
ZILAEF_1050_CP_OR;Zidovudine+Lamivudine+Efavirenz 300+150+600mg Comprimé;Boite;.000000;.000000
ZILANE_650/_CP_OR;Zidovudine+Lamivudine+Névirapine 300+150+200mg Cp;Boite;.000000;.000000
ZILANE_140/_CP_OR;Zidovudine+Lamivudine+Névirapine 60+30+50mg Cp;Boite;.000000;.000000
KITZN/_STHOT//_//;Ziehi Neelsen (ZN) Staining Kit, Hot staining;Boite;.000000;.000000
ZYTHRO_250/_CP_OR;Zythromax (Azithromycine) 250mg, Comprimé;Comprimé;.000000;.000000
ZYTHRO_500/_CP_OR;Zythromax (Azithromycine) 500mg, Comprimé;Comprimé;287.000000;.000000
